Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Trip Duration (sec),Avg All Trip Duration (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Trip Duration 0-10 min (percent),Trip Duration 10-20 min (percent),Trip Duration 20-30 min (percent),Trip Duration 30-40 min (percent),Trip Duration 40-50 min (percent),Trip Duration 50-60 min (percent),Trip Duration 60-70 min (percent),Trip Duration 70-80 min (percent),Trip Duration 80-90 min (percent),Trip Duration 90-100 min (percent),Trip Duration 100-110 min (percent),Trip Duration 110-120 min (percent),Trip Duration 120-130 min (percent),Trip Duration 130-140 min (percent),Trip Duration 140-150 min (percent),Trip Duration 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-5 mi (percent),Trip Length 5-10 mi (percent),Trip Length 10-20 mi (percent),Trip Length 20-30 mi (percent),Trip Length 30-40 mi (percent),Trip Length 40-50 mi (percent),Trip Length 50-60 mi (percent),Trip Length 60-70 mi (percent),Trip Length 70-80 mi (percent),Trip Length 80-90 mi (percent),Trip Length 90-100 mi (percent),Trip Length 100+ mi (percent),Trip Speed 0-10 mph (percent),Trip Speed 10-20 mph (percent),Trip Speed 20-30 mph (percent),Trip Speed 30-40 mph (percent),Trip Speed 40-50 mph (percent),Trip Speed 50-60 mph (percent),Trip Speed 60-70 mph (percent),Trip Speed 70-80 mph (percent),Trip Speed 80-90 mph (percent),Trip Speed 90+ mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),160412,1590,1658,9.5,9.7,17,17,2.113,0.168,0.317,0.207,0.118,0.070,0.043,0.026,0.015,0.010,0.006,0.005,0.003,0.003,0.002,0.001,0.006,0.098,0.184,0.310,0.138,0.137,0.059,0.032,0.018,0.007,0.004,0.002,0.002,0.002,0.007,0.376,0.293,0.152,0.105,0.056,0.015,0.003,0.000,0.000,0.000,0.814,0.091,0.032,0.017,0.010,0.036
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),33356,1711,1779,11.4,11.5,19,19,2.120,0.153,0.303,0.206,0.120,0.076,0.050,0.030,0.018,0.011,0.008,0.006,0.004,0.003,0.002,0.002,0.008,0.088,0.162,0.291,0.139,0.153,0.068,0.042,0.025,0.009,0.006,0.003,0.002,0.002,0.010,0.332,0.289,0.162,0.125,0.070,0.018,0.004,0.000,0.000,0.000,0.824,0.085,0.031,0.017,0.010,0.033
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),48992,1588,1673,8.8,9.0,16,16,2.203,0.171,0.319,0.204,0.114,0.067,0.042,0.026,0.016,0.010,0.007,0.005,0.004,0.003,0.002,0.002,0.008,0.103,0.206,0.337,0.125,0.110,0.050,0.029,0.016,0.007,0.004,0.002,0.002,0.002,0.007,0.427,0.297,0.132,0.085,0.045,0.012,0.002,0.000,0.000,0.000,0.793,0.100,0.036,0.019,0.011,0.041
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),51487,1529,1589,8.8,8.9,17,17,2.064,0.166,0.319,0.213,0.124,0.071,0.042,0.025,0.014,0.008,0.006,0.003,0.002,0.002,0.001,0.001,0.003,0.098,0.181,0.308,0.146,0.148,0.059,0.029,0.016,0.005,0.003,0.001,0.001,0.001,0.004,0.371,0.296,0.159,0.105,0.054,0.013,0.002,0.000,0.000,0.000,0.813,0.093,0.032,0.018,0.010,0.034
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),139310,1697,1748,11.0,11.1,18,18,2.038,0.162,0.303,0.205,0.120,0.071,0.045,0.028,0.018,0.013,0.008,0.006,0.005,0.004,0.003,0.002,0.007,0.094,0.182,0.291,0.139,0.143,0.061,0.032,0.021,0.010,0.006,0.004,0.003,0.003,0.011,0.365,0.274,0.157,0.114,0.066,0.019,0.004,0.001,0.000,0.000,0.825,0.088,0.030,0.016,0.010,0.031
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),21327,1939,1991,14.3,14.3,20,20,2.039,0.149,0.289,0.197,0.117,0.072,0.048,0.032,0.022,0.016,0.012,0.009,0.007,0.005,0.006,0.004,0.015,0.087,0.162,0.279,0.140,0.138,0.061,0.043,0.029,0.014,0.008,0.007,0.005,0.005,0.022,0.338,0.262,0.157,0.124,0.085,0.027,0.006,0.001,0.000,0.000,0.836,0.082,0.029,0.014,0.009,0.030
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),55195,1744,1791,11.2,11.2,18,18,1.988,0.153,0.295,0.208,0.123,0.073,0.049,0.030,0.019,0.013,0.009,0.007,0.005,0.004,0.003,0.002,0.007,0.091,0.183,0.294,0.134,0.142,0.063,0.032,0.024,0.011,0.006,0.004,0.003,0.003,0.010,0.375,0.269,0.155,0.113,0.066,0.018,0.004,0.000,0.000,0.000,0.826,0.090,0.030,0.016,0.009,0.029
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),38078,1616,1666,10.0,10.0,18,18,2.024,0.167,0.310,0.205,0.123,0.071,0.042,0.026,0.017,0.012,0.007,0.005,0.004,0.003,0.002,0.002,0.004,0.095,0.187,0.293,0.144,0.145,0.062,0.028,0.019,0.008,0.005,0.003,0.002,0.002,0.007,0.367,0.278,0.160,0.113,0.061,0.017,0.004,0.000,0.000,0.000,0.826,0.087,0.029,0.017,0.009,0.032
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),482098,1645,1707,9.7,9.9,18,18,2.049,0.141,0.302,0.230,0.137,0.076,0.042,0.024,0.014,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.007,0.078,0.145,0.279,0.206,0.191,0.051,0.020,0.009,0.004,0.003,0.003,0.002,0.001,0.008,0.307,0.325,0.208,0.101,0.040,0.014,0.004,0.001,0.000,0.000,0.804,0.108,0.033,0.016,0.009,0.030
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),91232,1796,1857,11.7,12.0,19,19,2.041,0.124,0.275,0.235,0.150,0.084,0.046,0.025,0.016,0.010,0.007,0.005,0.004,0.003,0.002,0.002,0.012,0.066,0.132,0.249,0.197,0.226,0.064,0.024,0.011,0.005,0.004,0.004,0.003,0.002,0.013,0.278,0.305,0.222,0.119,0.050,0.019,0.006,0.001,0.000,0.000,0.813,0.103,0.032,0.015,0.009,0.028
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),154721,1671,1740,9.5,9.7,17,17,2.090,0.140,0.299,0.227,0.136,0.077,0.043,0.025,0.015,0.010,0.007,0.005,0.003,0.002,0.002,0.001,0.008,0.084,0.151,0.284,0.204,0.180,0.047,0.019,0.009,0.004,0.003,0.003,0.002,0.001,0.009,0.334,0.328,0.196,0.090,0.035,0.013,0.004,0.000,0.000,0.000,0.792,0.114,0.035,0.017,0.010,0.032
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),150506,1578,1635,8.8,9.0,18,18,2.031,0.144,0.308,0.231,0.136,0.075,0.041,0.023,0.014,0.009,0.005,0.004,0.002,0.002,0.001,0.001,0.004,0.076,0.146,0.289,0.210,0.187,0.049,0.019,0.008,0.004,0.003,0.002,0.001,0.001,0.005,0.308,0.335,0.209,0.097,0.037,0.011,0.003,0.000,0.000,0.000,0.806,0.108,0.032,0.016,0.009,0.029
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),484761,1614,1679,9.2,9.5,18,18,2.065,0.144,0.301,0.231,0.137,0.076,0.041,0.023,0.014,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.006,0.079,0.148,0.281,0.204,0.192,0.051,0.019,0.008,0.004,0.003,0.002,0.002,0.001,0.006,0.311,0.326,0.208,0.101,0.039,0.012,0.003,0.000,0.000,0.000,0.802,0.108,0.033,0.016,0.010,0.031
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),102154,1758,1821,11.1,11.4,19,19,2.048,0.122,0.273,0.239,0.155,0.086,0.046,0.025,0.015,0.010,0.007,0.004,0.003,0.002,0.002,0.002,0.009,0.065,0.131,0.246,0.196,0.237,0.066,0.024,0.010,0.005,0.004,0.003,0.003,0.001,0.009,0.273,0.306,0.228,0.122,0.050,0.016,0.004,0.001,0.000,0.000,0.812,0.104,0.032,0.015,0.009,0.028
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),141782,1637,1715,8.9,9.2,17,17,2.144,0.144,0.301,0.227,0.134,0.076,0.042,0.025,0.015,0.010,0.007,0.004,0.003,0.002,0.002,0.001,0.007,0.088,0.159,0.286,0.200,0.176,0.046,0.018,0.008,0.004,0.003,0.002,0.002,0.001,0.007,0.346,0.330,0.192,0.086,0.032,0.011,0.003,0.000,0.000,0.000,0.781,0.118,0.037,0.018,0.011,0.035
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),156509,1541,1600,8.3,8.6,17,17,2.042,0.148,0.313,0.231,0.135,0.074,0.040,0.022,0.013,0.008,0.005,0.003,0.002,0.001,0.001,0.001,0.003,0.078,0.149,0.293,0.208,0.185,0.048,0.019,0.008,0.003,0.002,0.002,0.001,0.001,0.003,0.312,0.338,0.208,0.096,0.035,0.009,0.002,0.000,0.000,0.000,0.804,0.108,0.033,0.016,0.009,0.030
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),446139,1685,1738,10.4,10.6,19,19,1.995,0.140,0.301,0.229,0.134,0.075,0.042,0.024,0.015,0.010,0.007,0.005,0.003,0.002,0.002,0.002,0.009,0.075,0.138,0.281,0.211,0.188,0.049,0.021,0.010,0.005,0.004,0.003,0.002,0.002,0.011,0.297,0.322,0.209,0.104,0.044,0.017,0.006,0.001,0.000,0.000,0.816,0.105,0.030,0.014,0.008,0.027
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),62510,1923,1977,14.0,14.1,20,20,2.011,0.132,0.293,0.220,0.128,0.075,0.043,0.026,0.018,0.012,0.009,0.007,0.006,0.004,0.003,0.003,0.021,0.070,0.133,0.270,0.201,0.185,0.055,0.025,0.012,0.006,0.005,0.005,0.004,0.003,0.026,0.291,0.303,0.201,0.111,0.054,0.028,0.011,0.001,0.000,0.000,0.822,0.098,0.030,0.014,0.008,0.028
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),178517,1706,1758,10.2,10.4,18,18,1.984,0.135,0.295,0.230,0.138,0.077,0.045,0.026,0.016,0.010,0.007,0.005,0.003,0.002,0.002,0.001,0.008,0.077,0.138,0.281,0.212,0.188,0.049,0.020,0.010,0.005,0.004,0.003,0.002,0.001,0.010,0.308,0.324,0.205,0.100,0.040,0.016,0.006,0.001,0.000,0.000,0.812,0.108,0.030,0.015,0.008,0.027
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),128910,1624,1674,9.6,9.8,18,18,1.973,0.140,0.307,0.231,0.137,0.075,0.042,0.023,0.014,0.009,0.006,0.004,0.003,0.002,0.001,0.001,0.005,0.074,0.139,0.281,0.214,0.193,0.049,0.020,0.009,0.005,0.003,0.003,0.002,0.001,0.007,0.294,0.328,0.212,0.103,0.043,0.015,0.004,0.001,0.000,0.000,0.815,0.106,0.030,0.014,0.009,0.026
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),58679,1827,1875,13.1,13.2,19,19,2.028,0.162,0.291,0.192,0.122,0.082,0.050,0.031,0.019,0.012,0.008,0.006,0.004,0.003,0.003,0.002,0.013,0.109,0.166,0.239,0.172,0.129,0.085,0.044,0.016,0.010,0.006,0.003,0.003,0.002,0.016,0.336,0.270,0.174,0.125,0.062,0.023,0.009,0.001,0.000,0.000,0.825,0.090,0.030,0.015,0.009,0.031
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),11327,2001,2048,15.5,15.6,21,21,2.020,0.145,0.269,0.189,0.130,0.094,0.058,0.034,0.020,0.012,0.009,0.006,0.004,0.004,0.004,0.003,0.019,0.099,0.147,0.222,0.171,0.135,0.106,0.057,0.017,0.009,0.006,0.004,0.003,0.002,0.022,0.307,0.263,0.174,0.137,0.075,0.031,0.012,0.001,0.000,0.000,0.835,0.086,0.027,0.015,0.008,0.029
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),19162,1848,1905,13.1,13.2,19,19,2.067,0.164,0.289,0.187,0.118,0.082,0.051,0.032,0.020,0.013,0.009,0.006,0.005,0.004,0.003,0.003,0.014,0.117,0.176,0.238,0.160,0.120,0.087,0.044,0.017,0.010,0.006,0.003,0.003,0.002,0.017,0.357,0.265,0.169,0.120,0.058,0.021,0.009,0.001,0.000,0.000,0.813,0.095,0.033,0.017,0.009,0.033
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),18063,1721,1764,11.5,11.6,19,19,2.007,0.161,0.295,0.199,0.127,0.080,0.047,0.031,0.018,0.012,0.007,0.005,0.003,0.003,0.002,0.002,0.008,0.105,0.166,0.248,0.180,0.137,0.078,0.040,0.016,0.009,0.005,0.003,0.002,0.001,0.010,0.335,0.277,0.181,0.124,0.058,0.018,0.006,0.001,0.000,0.000,0.825,0.092,0.028,0.015,0.009,0.031
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),58177,1774,1829,12.5,12.6,19,19,2.061,0.169,0.295,0.191,0.121,0.081,0.048,0.029,0.018,0.011,0.008,0.005,0.004,0.003,0.002,0.002,0.013,0.111,0.174,0.252,0.167,0.121,0.082,0.042,0.015,0.008,0.005,0.003,0.003,0.002,0.015,0.350,0.274,0.166,0.118,0.060,0.022,0.009,0.001,0.000,0.000,0.821,0.090,0.030,0.016,0.010,0.033
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),12434,1955,2007,14.8,15.0,21,21,2.052,0.142,0.265,0.191,0.134,0.099,0.059,0.034,0.020,0.012,0.009,0.006,0.004,0.004,0.003,0.002,0.016,0.096,0.146,0.222,0.171,0.138,0.111,0.059,0.016,0.008,0.006,0.004,0.003,0.002,0.018,0.303,0.265,0.174,0.140,0.076,0.030,0.011,0.001,0.000,0.000,0.833,0.084,0.027,0.016,0.009,0.031
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),17722,1797,1867,12.5,12.6,18,18,2.142,0.176,0.294,0.181,0.116,0.080,0.049,0.030,0.019,0.012,0.009,0.006,0.005,0.004,0.003,0.002,0.014,0.125,0.190,0.251,0.148,0.108,0.082,0.041,0.016,0.009,0.006,0.003,0.003,0.002,0.016,0.381,0.270,0.155,0.110,0.054,0.020,0.009,0.001,0.000,0.000,0.803,0.097,0.034,0.018,0.011,0.037
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),18392,1622,1670,10.2,10.4,18,18,2.032,0.172,0.310,0.201,0.122,0.075,0.043,0.027,0.016,0.010,0.006,0.004,0.003,0.002,0.001,0.001,0.007,0.110,0.179,0.268,0.179,0.124,0.068,0.035,0.013,0.007,0.004,0.002,0.001,0.001,0.009,0.361,0.284,0.170,0.112,0.051,0.016,0.006,0.000,0.000,0.000,0.822,0.091,0.029,0.016,0.010,0.032
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),56226,1942,1976,14.8,14.8,21,20,1.944,0.149,0.277,0.193,0.127,0.084,0.053,0.034,0.021,0.014,0.009,0.007,0.005,0.005,0.004,0.003,0.015,0.101,0.144,0.218,0.183,0.148,0.091,0.048,0.019,0.012,0.007,0.004,0.003,0.002,0.020,0.294,0.262,0.197,0.141,0.068,0.026,0.011,0.001,0.000,0.000,0.837,0.089,0.028,0.013,0.007,0.026
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),8187,2195,2222,18.5,18.5,21,21,1.868,0.144,0.278,0.187,0.117,0.080,0.054,0.033,0.021,0.014,0.012,0.008,0.006,0.008,0.006,0.004,0.028,0.100,0.145,0.222,0.177,0.132,0.084,0.049,0.020,0.013,0.009,0.004,0.005,0.003,0.037,0.303,0.258,0.180,0.129,0.072,0.038,0.018,0.002,0.000,0.000,0.846,0.087,0.027,0.010,0.006,0.024
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),21715,1947,1980,14.5,14.6,20,20,1.928,0.145,0.276,0.194,0.124,0.089,0.055,0.035,0.023,0.014,0.010,0.006,0.005,0.004,0.003,0.003,0.014,0.102,0.145,0.217,0.179,0.146,0.097,0.051,0.019,0.012,0.006,0.003,0.003,0.002,0.018,0.298,0.259,0.198,0.144,0.067,0.023,0.010,0.001,0.000,0.000,0.833,0.091,0.030,0.014,0.007,0.025
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),16476,1931,1965,14.3,14.3,21,21,1.953,0.140,0.266,0.194,0.140,0.088,0.056,0.037,0.022,0.014,0.009,0.008,0.005,0.004,0.003,0.003,0.011,0.093,0.136,0.203,0.183,0.169,0.100,0.049,0.020,0.015,0.007,0.005,0.003,0.002,0.015,0.275,0.259,0.207,0.154,0.074,0.023,0.007,0.001,0.000,0.000,0.840,0.092,0.024,0.011,0.007,0.026
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),276028,1735,1806,11.1,11.3,18,18,2.115,0.147,0.303,0.215,0.125,0.075,0.045,0.027,0.017,0.011,0.007,0.006,0.004,0.003,0.002,0.002,0.011,0.091,0.143,0.267,0.229,0.147,0.051,0.027,0.014,0.007,0.003,0.003,0.003,0.002,0.013,0.318,0.322,0.187,0.099,0.048,0.020,0.005,0.001,0.000,0.000,0.808,0.094,0.033,0.017,0.011,0.037
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),49583,1834,1909,12.7,12.9,19,19,2.116,0.136,0.294,0.218,0.127,0.075,0.046,0.028,0.018,0.012,0.009,0.007,0.005,0.004,0.003,0.003,0.015,0.084,0.130,0.254,0.233,0.154,0.055,0.033,0.017,0.008,0.004,0.004,0.004,0.003,0.017,0.297,0.308,0.191,0.112,0.059,0.025,0.007,0.001,0.000,0.000,0.817,0.089,0.031,0.017,0.010,0.036
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),90824,1750,1826,10.8,11.0,17,17,2.128,0.148,0.300,0.212,0.124,0.075,0.045,0.028,0.018,0.012,0.008,0.006,0.004,0.003,0.003,0.002,0.012,0.093,0.150,0.278,0.224,0.136,0.046,0.027,0.014,0.007,0.004,0.003,0.003,0.002,0.013,0.339,0.331,0.176,0.088,0.043,0.017,0.005,0.001,0.000,0.000,0.805,0.095,0.033,0.018,0.011,0.038
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),85344,1681,1745,10.3,10.5,18,18,2.089,0.144,0.304,0.218,0.129,0.077,0.046,0.027,0.016,0.010,0.007,0.005,0.003,0.003,0.002,0.001,0.008,0.089,0.142,0.263,0.235,0.154,0.053,0.026,0.014,0.006,0.003,0.002,0.002,0.002,0.009,0.314,0.326,0.193,0.099,0.046,0.017,0.004,0.001,0.000,0.000,0.808,0.096,0.033,0.017,0.011,0.035
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),282986,1706,1780,10.7,10.9,18,18,2.127,0.149,0.307,0.215,0.125,0.073,0.044,0.027,0.016,0.010,0.007,0.005,0.004,0.003,0.002,0.002,0.011,0.093,0.144,0.268,0.230,0.145,0.050,0.027,0.014,0.006,0.003,0.003,0.003,0.002,0.012,0.321,0.323,0.186,0.098,0.047,0.019,0.005,0.001,0.000,0.000,0.808,0.093,0.033,0.018,0.011,0.037
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),55522,1770,1849,11.9,12.1,19,19,2.130,0.138,0.301,0.220,0.127,0.075,0.046,0.027,0.017,0.011,0.008,0.006,0.004,0.003,0.002,0.002,0.013,0.085,0.130,0.259,0.235,0.155,0.054,0.033,0.016,0.007,0.004,0.003,0.003,0.002,0.014,0.297,0.313,0.193,0.112,0.057,0.022,0.005,0.001,0.000,0.000,0.813,0.089,0.032,0.018,0.011,0.037
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),88531,1715,1801,10.3,10.6,17,17,2.174,0.152,0.306,0.212,0.122,0.072,0.044,0.027,0.017,0.011,0.008,0.006,0.004,0.003,0.002,0.002,0.012,0.096,0.153,0.290,0.222,0.129,0.043,0.025,0.013,0.006,0.003,0.003,0.003,0.002,0.012,0.349,0.337,0.171,0.084,0.039,0.016,0.004,0.000,0.000,0.000,0.800,0.096,0.034,0.019,0.011,0.040
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),90516,1653,1718,9.9,10.1,18,18,2.091,0.146,0.307,0.219,0.128,0.076,0.046,0.027,0.016,0.010,0.006,0.004,0.003,0.002,0.002,0.001,0.007,0.090,0.142,0.266,0.237,0.153,0.052,0.024,0.014,0.006,0.003,0.002,0.002,0.001,0.008,0.316,0.329,0.192,0.098,0.045,0.016,0.004,0.000,0.000,0.000,0.808,0.096,0.033,0.017,0.011,0.035
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),242070,1779,1841,11.8,11.9,19,19,2.081,0.145,0.295,0.214,0.126,0.077,0.046,0.028,0.018,0.012,0.008,0.006,0.005,0.004,0.003,0.002,0.011,0.089,0.141,0.256,0.228,0.151,0.053,0.030,0.016,0.007,0.004,0.004,0.003,0.003,0.015,0.309,0.313,0.193,0.103,0.052,0.022,0.007,0.001,0.000,0.000,0.814,0.093,0.032,0.016,0.010,0.035
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),34056,2048,2106,15.8,15.8,20,20,2.071,0.132,0.281,0.211,0.121,0.075,0.047,0.031,0.021,0.016,0.011,0.009,0.008,0.006,0.005,0.004,0.022,0.084,0.125,0.242,0.225,0.152,0.055,0.034,0.020,0.011,0.007,0.006,0.006,0.005,0.028,0.289,0.294,0.188,0.114,0.068,0.035,0.011,0.001,0.000,0.000,0.825,0.088,0.030,0.015,0.009,0.033
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),91921,1792,1848,11.6,11.7,19,18,2.023,0.142,0.290,0.214,0.128,0.080,0.049,0.030,0.018,0.012,0.008,0.006,0.005,0.003,0.003,0.002,0.010,0.087,0.144,0.259,0.228,0.150,0.052,0.031,0.017,0.007,0.004,0.003,0.003,0.002,0.013,0.317,0.314,0.190,0.101,0.051,0.020,0.006,0.001,0.000,0.000,0.819,0.093,0.031,0.016,0.009,0.032
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),68716,1713,1772,10.8,11.0,19,18,2.073,0.144,0.298,0.216,0.130,0.079,0.046,0.027,0.017,0.011,0.008,0.005,0.004,0.003,0.002,0.002,0.008,0.089,0.142,0.258,0.228,0.157,0.055,0.029,0.014,0.006,0.004,0.003,0.003,0.002,0.010,0.312,0.314,0.196,0.102,0.049,0.020,0.006,0.001,0.000,0.000,0.809,0.097,0.033,0.017,0.010,0.034
All Vehicles - StL All Vehicles Volume,Origin,185,WABASH,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),40054,1602,1666,9.5,9.6,17,16,2.189,0.193,0.303,0.193,0.113,0.066,0.043,0.029,0.018,0.011,0.008,0.005,0.004,0.003,0.002,0.002,0.007,0.138,0.228,0.243,0.116,0.152,0.048,0.027,0.023,0.009,0.004,0.003,0.002,0.001,0.006,0.424,0.259,0.146,0.102,0.053,0.013,0.003,0.000,0.000,0.000,0.806,0.087,0.035,0.019,0.012,0.041
All Vehicles - StL All Vehicles Volume,Origin,185,WABASH,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),7537,1745,1815,11.4,11.5,18,18,2.149,0.170,0.288,0.203,0.120,0.066,0.046,0.031,0.021,0.014,0.009,0.007,0.005,0.004,0.003,0.002,0.011,0.110,0.203,0.242,0.128,0.169,0.049,0.031,0.032,0.011,0.005,0.005,0.003,0.002,0.010,0.375,0.267,0.159,0.113,0.064,0.018,0.004,0.000,0.000,0.000,0.821,0.081,0.032,0.018,0.011,0.037
All Vehicles - StL All Vehicles Volume,Origin,185,WABASH,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),13088,1566,1639,9.0,9.1,15,15,2.220,0.210,0.318,0.180,0.102,0.061,0.040,0.028,0.018,0.011,0.008,0.006,0.003,0.003,0.002,0.002,0.008,0.158,0.250,0.245,0.101,0.130,0.039,0.026,0.023,0.009,0.004,0.003,0.002,0.002,0.008,0.465,0.255,0.132,0.088,0.046,0.012,0.002,0.000,0.000,0.000,0.795,0.088,0.038,0.021,0.013,0.045
